순번,학원명,연락처,주소,설립·운영자,교습과정,정원,교습기간(일),총교습시간(분),교습비세부내역,,,"적용일
(최종교습비 
변경일)"
112,교연학원,054-274-6622,"경상북도 포항시 남구 상공로 227-1 , 2층 3층 (해도동)",6,보통교과,60,1개월0일,1155,"190,000","190,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,"영,수(초등)",,,,0,0,0,
113,교연학원,054-274-6622,"경상북도 포항시 남구 상공로 227-1 , 2층 3층 (해도동)",6,보통교과,40,1개월0일,1134,"260,000","260,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,"영,수1(고등)",,,,0,0,0,
114,교연학원,054-274-6622,"경상북도 포항시 남구 상공로 227-1 , 2층 3층 (해도동)",6,보통교과,40,1개월0일,1134,"260,000","260,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,"영,수2(고등)",,,,0,0,0,
115,교연학원,054-274-6622,"경상북도 포항시 남구 상공로 227-1 , 2층 3층 (해도동)",6,보통교과,40,1개월0일,1134,"270,000","270,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,"영,수3(고등)",,,,0,0,0,
116,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1320,"240,000","240,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
117,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1320,"220,000","220,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
118,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1000,"160,000","160,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,초등수학1,,,,0,0,0,
119,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1200,"190,000","190,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,초등수학2,,,,0,0,0,
120,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1200,"180,000","180,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
121,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1600,"220,000","220,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,"초등전과목1(국,사,과,수)",,,,0,0,0,
122,교원위즈학원,,"경상북도 포항시 남구 중흥로114번길 14 , 2층 (상도동)",4,보통교과,15,1개월0일,1800,"240,000","240,000",0,20230316
,,,,,보습,,,,0,0,0,
,,,,,"초등전과목2(국,사,과,수)",,,,0,0,0,
123,구백에듀학원,,"경상북도 포항시 남구 대이로175번길 7 , 3층 (이동)",3,보통교과,10,1개월0일,1560,"350,000","350,000",0,20241002
,,,,,보습,,,,0,0,0,
,,,,,고등수학,,,,0,0,0,
124,구백에듀학원,,"경상북도 포항시 남구 대이로175번길 7 , 3층 (이동)",3,보통교과,20,1개월0일,1680,"390,000","390,000",0,20241002
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
125,구백에듀학원,,"경상북도 포항시 남구 대이로175번길 7 , 3층 (이동)",3,보통교과,10,1개월0일,1440,"300,000","300,000",0,20241002
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
126,구백에듀학원,,"경상북도 포항시 남구 대이로175번길 7 , 3층 (이동)",3,보통교과,20,1개월0일,1680,"350,000","350,000",0,20241002
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
127,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,882,"200,000","200,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,고등1,,,,0,0,0,
128,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,1323,"300,000","300,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,고등2,,,,0,0,0,
129,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,252,"50,000","50,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,고등3,,,,0,0,0,
130,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,840,"150,000","150,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,중등1,,,,0,0,0,
131,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,1323,"250,000","250,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,중등2,,,,0,0,0,
132,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,252,"30,000","30,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,중등3,,,,0,0,0,
133,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,672,"100,000","100,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,초등1,,,,0,0,0,
134,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,1260,"200,000","200,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,초등2,,,,0,0,0,
135,국어의힘학원,,"경상북도 포항시 남구 대이로 173 , 3층 (이동)",2,보통교과,20,1개월0일,252,"20,000","20,000",0,20250418
,,,,,보습,,,,0,0,0,
,,,,,초등3,,,,0,0,0,
136,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1120,"250,000","250,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,고등국어A,,,,0,0,0,
137,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1320,"300,000","300,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,고등국어B,,,,0,0,0,
138,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1440,"320,000","320,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,고등국어C,,,,0,0,0,
139,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1560,"350,000","350,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,고등국어D,,,,0,0,0,
140,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,960,"180,000","180,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,중등국어A,,,,0,0,0,
141,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1200,"200,000","200,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,중등국어B,,,,0,0,0,
142,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1200,"220,000","220,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,중등국어C,,,,0,0,0,
143,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,1200,"220,000","220,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,중등한국사,,,,0,0,0,
144,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,800,"120,000","120,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,초등논술A,,,,0,0,0,
145,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,880,"140,000","140,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,초등논술B,,,,0,0,0,
146,국풍2000우현국어논술학원,054-249-5745,"경상북도 포항시 북구 우창동로 70 , 501호(우현동)",2,보통교과,11,1개월0일,960,"150,000","150,000",0,20240312
,,,,,보습,,,,0,0,0,
,,,,,초등논술C,,,,0,0,0,
147,굿쌤영어학원,,"경상북도 포항시 북구 장량로 197 , 아이코아302호 (양덕동)",3,보통교과,50,1개월0일,1800,"330,000","330,000",0,20240603
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
148,굿쌤영어학원,,"경상북도 포항시 북구 장량로 197 , 아이코아302호 (양덕동)",3,보통교과,50,1개월0일,1800,"280,000","280,000",0,20240603
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
149,굿쌤영어학원,,"경상북도 포항시 북구 장량로 197 , 아이코아302호 (양덕동)",3,보통교과,20,1개월0일,1800,"270,000","270,000",0,20240603
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
150,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1260,"200,000","200,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,국어1 초등,,,,0,0,0,
151,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1260,"250,000","250,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,국어2 중등,,,,0,0,0,
152,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1008,"180,000","180,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,수학1 초등,,,,0,0,0,
153,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1008,"200,000","200,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,수학2 중등,,,,0,0,0,
154,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1260,"300,000","300,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,수학3 고등,,,,0,0,0,
155,굿티쳐아카데미학원,054-255-1178,"경상북도 포항시 북구 양덕로 31 , 3층 (양덕동)",5,보통교과,15,1개월0일,1512,"350,000","350,000",0,20240701
,,,,,보습,,,,0,0,0,
,,,,,영어5 고등,,,,0,0,0,
156,권오혁수학학원,054-255-1361,"경상북도 포항시 북구 대곡로 56 , 3층 일부 (두호동,대교빌딩)",4,보통교과,48,1개월0일,1920,"350,000","350,000",0,20140320
,,,,,보습,,,,0,0,0,
,,,,,수학(고등),,,,0,0,0,
157,권오혁수학학원,054-255-1361,"경상북도 포항시 북구 대곡로 56 , 3층 일부 (두호동,대교빌딩)",4,보통교과,48,1개월0일,1440,"250,000","250,000",0,20140320
,,,,,보습,,,,0,0,0,
,,,,,수학(중등),,,,0,0,0,
158,권오혁수학학원,054-255-1361,"경상북도 포항시 북구 대곡로 56 , 3층 일부 (두호동,대교빌딩)",4,보통교과,48,1개월0일,1440,"200,000","200,000",0,20140320
,,,,,보습,,,,0,0,0,
,,,,,수학(초등),,,,0,0,0,
159,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"300,000","300,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(고등A),,,,0,0,0,
160,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"350,000","350,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(고등B),,,,0,0,0,
161,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"250,000","250,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(중등A),,,,0,0,0,
162,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"300,000","300,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(중등B),,,,0,0,0,
163,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"170,000","170,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(초등A),,,,0,0,0,
164,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"200,000","200,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,수학(초등B),,,,0,0,0,
165,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"300,000","300,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(고등A),,,,0,0,0,
166,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"350,000","350,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(고등B),,,,0,0,0,
167,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"250,000","250,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(중등A),,,,0,0,0,
168,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1800,"300,000","300,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(중등B),,,,0,0,0,
169,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"170,000","170,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(초등A),,,,0,0,0,
170,그레영수학원,,"경상북도 포항시 북구 양학로 129 , 2층 3층 (득량동)",3,보통교과,10,1개월0일,1440,"200,000","200,000",0,20180822
,,,,,보습,,,,0,0,0,
,,,,,영어(초등B),,,,0,0,0,
171,그린학원,054-292-5005,"경상북도 포항시 남구 오천읍 정몽주로669번길 5 , 3층 (오천읍)",2,보통교과,60,1개월0일,1800,"180,000","180,000",0,20230414
,,,,,보습,,,,0,0,0,
,,,,,보습(종합),,,,0,0,0,
172,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1260,"300,000","300,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,고등단과1(영어),,,,0,0,0,
173,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1260,"300,000","300,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,고등단과2(수학),,,,0,0,0,
174,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1260,"280,000","280,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,고등수학특강,,,,0,0,0,
175,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1260,"280,000","280,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,고등영어특강,,,,0,0,0,
176,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,4,1개월0일,2310,"550,000","550,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,고등종합(영수),,,,0,0,0,
177,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,420,"80,000","80,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등국어특강1,,,,0,0,0,
178,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,210,"25,000","25,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등국어특강2,,,,0,0,0,
179,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,3,1개월0일,1155,"230,000","230,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등단과1(수학),,,,0,0,0,
180,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,3,1개월0일,1155,"230,000","230,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등단과1(영어),,,,0,0,0,
181,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1050,"210,000","210,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등수학특강,,,,0,0,0,
182,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1050,"210,000","210,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등영어특강,,,,0,0,0,
183,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,8,1개월0일,2100,"420,000","420,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,중등종합1(영수),,,,0,0,0,
184,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,420,"70,000","70,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등국어특강1,,,,0,0,0,
185,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,210,"25,000","25,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등국어특강2,,,,0,0,0,
186,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1155,"200,000","200,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등단과1(영어),,,,0,0,0,
187,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1155,"200,000","200,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등단과2(수학),,,,0,0,0,
188,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1050,"180,000","180,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등수학특강,,,,0,0,0,
189,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1050,"180,000","180,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등영어특강,,,,0,0,0,
190,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,8,1개월0일,2205,"380,000","380,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,"초등종합1(국,영,수,사,과)",,,,0,0,0,
191,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,3,1개월0일,2100,"370,000","370,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등종합2(영수),,,,0,0,0,
192,글마당학원,054-292-0584,"경상북도 포항시 남구 오천읍 문덕로24번길 22 , 2층 (오천읍)",5,보통교과,2,1개월0일,1155,"205,000","205,000",0,20241107
,,,,,보습,,,,0,0,0,
,,,,,초등종합3(국수사과),,,,0,0,0,
193,글정원독서논술학원,,"경상북도 포항시 북구 천마로72번길 32 , 5층 (양덕동)",6,보통교과,40,1개월0일,1280,"300,000","300,000",0,20250225
,,,,,보습,,,,0,0,0,
,,,,,고등A,,,,0,0,0,
194,글정원독서논술학원,,"경상북도 포항시 북구 천마로72번길 32 , 5층 (양덕동)",6,보통교과,40,1개월0일,1920,"450,000","450,000",0,20250225
,,,,,보습,,,,0,0,0,
,,,,,고등B,,,,0,0,0,
195,글정원독서논술학원,,"경상북도 포항시 북구 천마로72번길 32 , 5층 (양덕동)",6,보통교과,40,1개월0일,800,"160,000","160,000",0,20250106
